age,gender,height,weight,bmi,activity_level,goal,exercise_frequency,target_calories
59,male,185.6,62.0,18.0,light,maintain,1,2090
32,male,161.2,80.3,30.9,sedentary,gain,1,2360
21,female,168.1,56.4,19.96,active,build_muscle,6,2747
63,female,162.4,78.4,29.73,light,maintain,2,1902
46,male,185.3,75.9,22.11,sedentary,maintain,1,2027
56,female,171.6,68.2,23.16,light,build_muscle,3,2146
50,male,172.5,74.7,25.1,light,maintain,1,2249
61,male,172.8,76.7,25.69,sedentary,lose,0,1441
58,male,193.0,88.5,23.76,light,build_muscle,1,2722
54,male,170.0,63.1,21.83,moderate,build_muscle,3,2550
59,male,175.7,76.7,24.85,light,gain,3,2617
25,male,186.2,81.0,23.36,sedentary,gain,0,2538
32,male,183.1,72.8,21.71,moderate,build_muscle,5,3141
56,female,175.9,48.7,15.74,sedentary,lose,1,1200
51,female,163.4,67.5,25.28,very_active,lose,6,2124
18,female,165.4,51.7,18.9,moderate,gain,5,2559
39,female,160.1,61.3,23.92,active,lose,6,1938
40,male,178.5,80.1,25.14,light,maintain,3,2477
34,female,168.5,73.1,25.75,light,lose,1,1592
22,female,160.1,74.8,29.18,sedentary,build_muscle,0,2024
21,female,146.6,67.3,31.31,light,lose,2,1481
65,male,187.1,80.3,22.94,active,maintain,5,2956
32,male,172.2,68.9,23.24,moderate,lose,4,2163
34,female,156.3,69.5,28.45,active,lose,4,2019
37,female,156.3,64.6,26.44,sedentary,lose,1,1200
31,female,163.4,50.0,18.73,sedentary,lose,1,1200
56,male,185.3,92.3,26.88,moderate,lose,5,2497
53,female,163.7,55.6,20.75,sedentary,maintain,0,1367
59,female,168.9,73.5,25.76,sedentary,lose,1,1242
22,female,153.7,58.2,24.64,light,lose,2,1371
31,female,161.5,57.0,21.85,active,gain,5,2764
64,male,185.5,90.9,26.42,moderate,maintain,5,2935
65,female,167.9,86.0,30.51,sedentary,lose,0,1225
